run_id,condition,seed,rl_step,step_wall_clock_seconds,includes_rollout,includes_evaluation,includes_checkpoint
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,57,13.250612,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,58,13.247955,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,59,13.244321,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,60,13.239784,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,61,13.234437,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,62,13.228387,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,63,13.22176,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,64,13.214689,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,65,13.207319,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,66,13.1998,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,67,13.192285,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,68,13.184927,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,69,13.177876,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,70,13.171276,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,71,13.165261,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,72,13.159954,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,73,13.155462,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,74,13.151879,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,75,13.149275,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,76,13.147705,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,77,13.147201,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,78,13.147772,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,79,13.149407,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,80,13.152073,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,81,13.155715,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,82,13.16026,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,83,13.165614,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,84,13.171669,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,85,13.178301,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,86,13.185375,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,87,13.192747,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,88,13.200267,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,89,13.207781,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,90,13.215137,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,91,13.222185,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,92,13.22878,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,93,13.234789,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,94,13.24009,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,95,13.244573,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,96,13.248149,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,97,13.250743,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,98,13.252304,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,99,13.252799,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,100,13.252219,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,101,13.250574,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,102,13.247899,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,103,13.244248,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,104,13.239696,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,105,13.234335,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,106,13.228275,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,107,13.221638,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,108,13.214561,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,109,13.207187,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,110,13.199666,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,111,13.192153,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,112,13.184799,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,113,13.177755,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,114,13.171164,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,115,13.16516,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,116,13.159867,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,117,13.155391,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,118,13.151824,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,119,13.149238,True,False,False
pd8b-top040-lam010-lr20-s43-rl160,recipe,43,120,13.147687,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,41,13.204536,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,42,13.211617,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,43,13.219,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,44,13.226534,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,45,13.234065,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,46,13.241439,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,47,13.248508,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,48,13.255126,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,49,13.261158,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,50,13.266483,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,51,13.270991,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,52,13.27459,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,53,13.277208,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,54,13.27879,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,55,13.279305,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,56,13.278743,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,57,13.277113,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,58,13.274451,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,59,13.27081,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,60,13.266264,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,61,13.260905,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,62,13.254844,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,63,13.248203,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,64,13.241118,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,65,13.233734,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,66,13.226199,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,67,13.218669,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,68,13.211296,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,69,13.204232,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,70,13.197618,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,71,13.191591,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,72,13.186274,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,73,13.181773,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,74,13.178182,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,75,13.175574,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,76,13.174001,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,77,13.173495,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,78,13.174067,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,79,13.175706,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,80,13.178377,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,81,13.182027,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,82,13.18658,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,83,13.191945,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,84,13.198012,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,85,13.204658,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,86,13.211746,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,87,13.219133,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,88,13.226668,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,89,13.234197,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,90,13.241568,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,91,13.248629,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,92,13.255238,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,93,13.261259,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,94,13.26657,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,95,13.271063,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,96,13.274645,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,97,13.277245,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,98,13.278809,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,99,13.279305,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,100,13.278723,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,101,13.277075,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,102,13.274395,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,103,13.270737,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,104,13.266176,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,105,13.260804,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,106,13.254731,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,107,13.248081,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,108,13.24099,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,109,13.233601,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,110,13.226066,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,111,13.218537,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,112,13.211168,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,113,13.20411,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,114,13.197506,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,115,13.191491,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,116,13.186187,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,117,13.181702,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,118,13.178127,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,119,13.175537,True,False,False
pd8b-top040-lam010-lr20-s44-rl160,recipe,44,120,13.173982,True,False,False
